   130      93.247      .00178      .98694
   131      94.333      .00133      .98827
   132      96.192      .00026      .98853
   133      96.701      .00054      .98907
   134      97.543      .00023      .98930
   135      98.514      .00005      .98935
   136      98.840      .00010      .98945
   137     100.263      .00014      .98959
   138     100.784      .00003      .98962
   139     101.620      .00003      .98965
   140     102.426      .00005      .98970
   141     102.842      .00001      .98971
   142     103.170      .00001      .98972
   143     103.594      .00006      .98978
   144     104.236      .00002      .98980
   145     105.008      .00001      .98981
   146     105.799      .00002      .98983
   147     106.990      .00006      .98989
   148     108.711      .00010      .98999
   149     109.189      .00008      .99007
   150     109.975      .00007      .99014
   151     111.148      .00005      .99019
   152     112.339      .00013      .99032
   153     113.145      .00010      .99042
   154     113.882      .00005      .99047
   155     114.892      .00002      .99049
   156     115.612      .00002      .99051
   157     116.455      .00001      .99052
   158     117.594      .00005      .99057
   159     118.481      .00023      .99080
   160     119.245      .00023      .99103
   161     120.360      .00009      .99112
   162     121.764      .00013      .99125
   163     123.594      .00009      .99134
   164     124.247      .00005      .99139
   165     125.709      .00012      .99151
   166     127.715      .00003      .99154
   167     129.373      .00002      .99156
   168     130.271      .00004      .99160
   169     132.887      .00060      .99220
   170     133.402      .00025      .99245
   171     134.813      .00082      .99327
   172     135.371      .00006      .99333
   173     136.379      .00005      .99338
   174     136.916      .00003      .99341
   175     138.243      .00008      .99349
   176     139.737      .00010      .99359
   177     141.093      .00006      .99365
   178     142.461      .00047      .99412
   179     144.001      .00004      .99416
   180     144.391      .00007      .99423
   181     147.073      .00021      .99444
   182     148.311      .00015      .99459
   183     148.895      .00001      .99460
   184     150.849      .00004      .99464
   185     151.442      .00001      .99465
   186     152.854      .00000      .99465
   187     154.169      .00002      .99467
   188     156.093      .00001      .99468
   189     157.003      .00003      .99471
   190     158.134      .00003      .99474
   191     159.271      .00002      .99476
   192     162.054      .00007      .99483
   193     164.173      .00002      .99485
